Wall time,Step,Value
1501678378.806173,3,2.6890625953674316
1501678379.124874,5,2.6895012855529785
1501678379.776702,8,2.6897854804992676
1501678381.419082,17,2.5901107788085938
1501678381.759641,19,2.612110137939453
1501678382.087712,21,2.6183314323425293
1501678382.561534,24,2.5205016136169434
1501678383.041289,27,2.5003910064697266
1501678383.356425,29,2.5038399696350098
1501678384.829707,38,2.418135643005371
1501678385.302225,41,2.5058650970458984
1501678385.461153,42,2.4639978408813477
1501678386.117448,46,2.410670042037964
1501678386.906785,51,2.3271756172180176
1501678387.221181,53,2.3276538848876953
1501678387.378406,54,2.353374719619751
1501678387.724677,56,2.3283815383911133
1501678387.882183,57,2.3456692695617676
1501678388.197554,59,2.3529703617095947
1501678389.996444,70,2.3316352367401123
1501678391.807928,81,2.2794747352600098
1501678391.975055,82,2.196667432785034
1501678392.167369,83,2.2779810428619385
1501678392.922629,87,2.241119861602783
1501678393.399624,90,2.1905531883239746
1501678393.571027,91,2.295651912689209
1501678394.837234,98,2.3436336517333984
1501678396.394837,101,2.200450897216797
1501678397.235991,105,2.274245262145996
1501678397.402525,106,2.2963008880615234
1501678397.573731,107,2.161883592605591
1501678399.028384,114,2.2680115699768066
1501678399.438653,116,2.202702045440674
1501678401.163196,126,2.1596531867980957
1501678401.677868,129,2.2214179039001465
1501678402.223069,132,2.1952109336853027
1501678402.382807,133,2.1013011932373047
1501678403.618889,140,2.2110185623168945
1501678404.077307,142,2.1554715633392334
1501678407.945497,159,2.2009382247924805
1501678408.161274,160,2.156926155090332
1501678408.399026,161,2.190751791000366
1501678410.110136,170,2.231351613998413
1501678410.892956,174,1.9795953035354614
1501678411.102815,175,2.049356460571289
1501678412.312423,181,1.9373359680175781
1501678413.067318,184,2.0064334869384766
1501678413.25634,185,2.083195686340332
1501678413.905363,188,2.1629042625427246
1501678414.723052,193,2.0359296798706055
1501678414.881972,194,2.168419599533081
1501678415.862502,200,2.1136953830718994
1501678416.966426,201,2.054879665374756
1501678417.981128,207,2.069147825241089
1501678418.461218,210,2.073482036590576
1501678419.264992,215,2.1664750576019287
1501678419.932817,219,2.149993419647217
1501678420.09087,220,2.102576971054077
1501678420.587072,223,2.1355984210968018
1501678420.803333,224,1.9972035884857178
1501678421.47531,227,2.094430446624756
1501678421.918637,229,1.91832435131073
1501678422.998086,235,2.084916114807129
1501678423.175815,236,2.1289658546447754
1501678423.343756,237,2.099921941757202
1501678423.51185,238,2.1915080547332764
1501678424.347052,242,2.1840405464172363
1501678425.045717,245,2.04988431930542
1501678425.424806,247,2.0059220790863037
1501678428.206038,260,1.9502029418945312
1501678428.663174,262,1.9702048301696777
1501678429.259736,264,2.1439356803894043
1501678431.307168,275,1.8960456848144531
1501678431.744624,277,1.9814379215240479
1501678431.976913,278,1.909977674484253
1501678432.457218,280,2.0656118392944336
1501678432.684463,281,2.0296454429626465
1501678433.461464,285,2.0491108894348145
1501678434.085324,288,1.9376220703125
1501678434.954638,292,1.941536545753479
1501678435.905345,297,1.872581124305725
1501678436.243179,299,1.9294734001159668
1501678436.422502,300,2.026991367340088
1501678438.05192,302,1.9650630950927734
1501678439.489626,310,1.9121514558792114
1501678439.906266,312,1.8618195056915283
1501678440.103119,313,2.0586624145507812
1501678440.301475,314,1.8683146238327026
1501678440.666842,316,1.905321478843689
1501678443.186497,328,1.8765822649002075
1501678443.513334,330,1.9835565090179443
1501678443.679458,331,1.837801218032837
1501678444.227408,334,1.9636809825897217
1501678444.437043,335,1.9284048080444336
1501678445.037797,338,1.795381784439087
1501678445.24489,339,1.770199179649353
1501678445.428922,340,1.9627275466918945
1501678445.614902,341,2.0071349143981934
1501678446.271242,344,2.0590806007385254
1501678446.453266,345,1.8620781898498535
1501678446.801612,347,2.0256292819976807
1501678446.968983,348,1.919677495956421
1501678447.308922,350,2.0086374282836914
1501678448.389307,356,1.8736975193023682
1501678448.554341,357,1.8812965154647827
1501678449.023353,359,1.9942731857299805
1501678449.212977,360,1.9528077840805054
1501678449.543388,362,1.991461157798767
1501678449.954471,364,1.8914638757705688
1501678450.421292,366,1.8993321657180786
1501678450.627811,367,1.7749671936035156
1501678450.864364,368,1.8509936332702637
1501678451.057267,369,1.922702670097351
1501678451.415055,371,1.8479074239730835
1501678452.297824,375,1.936058759689331
1501678453.046568,379,1.9809308052062988
1501678453.225105,380,2.012455701828003
1501678453.733357,382,1.8507812023162842
1501678453.992611,383,1.7831902503967285
1501678454.187689,384,1.7894164323806763
1501678454.355079,385,1.8178205490112305
1501678454.523708,386,1.8166486024856567
1501678456.706621,397,1.8216272592544556
1501678457.232887,400,1.812794804573059
1501678458.579555,401,1.9163215160369873
1501678458.774912,402,1.7734363079071045
1501678459.119247,404,1.8055071830749512
1501678460.283946,409,1.8343639373779297
1501678460.632872,411,1.8733690977096558
1501678461.35024,415,1.8685290813446045
1501678461.978285,418,1.7341779470443726
1501678463.168532,424,1.7810100317001343
1501678463.36763,425,1.6770784854888916
1501678463.532091,426,1.7820873260498047
1501678464.115355,429,1.886925220489502
1501678464.48479,431,1.7826049327850342
1501678464.956502,433,1.7345894575119019
1501678465.168938,434,1.6670470237731934
1501678465.953838,438,1.8756117820739746
1501678466.296392,440,1.7566404342651367
1501678466.839117,443,1.9367964267730713
1501678467.047482,444,1.7370069026947021
1501678467.479979,446,1.734025239944458
1501678467.726631,447,1.6371071338653564
1501678468.702044,452,1.8556056022644043
1501678469.217876,455,1.788735032081604
1501678469.411499,456,1.8389184474945068
1501678470.146083,460,1.7985146045684814
1501678471.213983,465,1.7916268110275269
1501678471.382242,466,1.738460659980774
1501678472.350913,471,1.917182445526123
1501678472.518454,472,1.7459702491760254
1501678472.685005,473,1.753736972808838
1501678473.591759,477,1.7465927600860596
