Wall time,Step,Value
1501448416.904823,0,0.20361560583114624
1501448456.87171,100,0.6498572826385498
1501448500.318377,200,0.9077069163322449
1501448541.765992,300,0.9457659125328064
1501448581.827443,400,0.9314938187599182
1501448632.561305,500,0.9210276007652283
1501448678.318802,600,0.8820171356201172
1501448711.140282,700,0.9552806615829468
1501448748.701628,800,0.9647954106330872
1501448794.883373,900,0.9324452877044678
1501448832.213992,1000,0.9724072217941284
1501448880.407476,1100,0.9705042839050293
1501448916.47506,1200,0.9486203789710999
1501448960.016444,1300,0.9705042839050293
1501449000.560601,1400,0.9705042839050293
1501449046.952933,1500,0.9590865969657898
1501449092.0792,1600,0.9762131571769714
1501449134.337322,1700,0.9724072217941284
1501449185.177688,1800,0.9581351280212402
1501449237.181569,1900,0.9600380659103394
1501449275.002227,2000,0.9743101596832275
1501449324.400089,2100,0.9838249087333679
1501449366.044473,2200,0.9809705018997192
1501449411.399744,2300,0.977164626121521
1501449451.492102,2400,0.9781160950660706
1501449496.596029,2500,0.9743101596832275
1501449531.995339,2600,0.9343482255935669
1501449570.529299,2700,0.9819219708442688
1501449615.703796,2800,0.9819219708442688
1501449653.736975,2900,0.966698408126831
1501449693.971215,3000,0.9781160950660706
1501449735.616686,3100,0.9857279062271118
1501449774.929298,3200,0.9800190329551697
1501449817.65416,3300,0.9086584448814392
1501449861.424105,3400,0.9857279062271118
1501449900.027028,3500,0.92768794298172
1501449945.446915,3600,0.936251163482666
1501449994.473427,3700,0.9847763776779175
1501450040.439838,3800,0.9876308441162109
1501450090.197308,3900,0.9857279062271118
1501450144.147398,4000,0.9828734397888184
1501450180.774535,4100,0.9838249087333679
1501450217.18717,4200,0.9847763776779175
1501450259.598815,4300,0.9819219708442688
1501450298.381853,4400,0.9857279062271118
1501450342.198366,4500,0.9847763776779175
1501450388.32604,4600,0.9828734397888184
1501450425.740799,4700,0.9809705018997192
1501450466.625509,4800,0.9790675640106201
1501450514.886713,4900,0.9866793751716614
1501450563.681154,5000,0.9429115056991577
1501450606.318116,5100,0.9857279062271118
1501450640.654209,5200,0.9781160950660706
1501450685.332716,5300,0.9686013460159302
1501450734.151504,5400,0.9828734397888184
1501450785.536956,5500,0.9847763776779175
1501450826.515624,5600,0.9609895348548889
1501450875.395207,5700,0.9828734397888184
1501450928.113246,5800,0.9857279062271118
1501450984.368833,5900,0.9819219708442688
1501451032.578346,6000,0.9828734397888184
1501451077.561738,6100,0.9838249087333679
1501451126.479176,6200,0.9866793751716614
1501451177.85363,6300,0.9847763776779175
1501451237.821676,6400,0.9828734397888184
1501451295.846532,6500,0.9857279062271118
1501451337.432353,6600,0.9819219708442688
1501451387.37545,6700,0.9314938187599182
1501451430.328929,6800,0.9866793751716614
1501451481.716161,6900,0.9819219708442688
1501451531.403301,7000,0.9838249087333679
1501451589.704959,7100,0.9809705018997192
1501451646.499444,7200,0.9790675640106201
1501451693.820524,7300,0.9828734397888184
1501451735.539072,7400,0.9800190329551697
1501451783.813313,7500,0.9819219708442688
1501451825.745809,7600,0.9857279062271118
1501451884.077312,7700,0.9847763776779175
1501451942.972867,7800,0.9819219708442688
1501451991.043836,7900,0.9790675640106201
1501452046.883083,8000,0.9181731939315796
1501452098.028485,8100,0.9809705018997192
1501452162.047891,8200,0.9857279062271118
1501452203.868231,8300,0.9838249087333679
1501452258.485056,8400,0.9809705018997192
1501452299.724912,8500,0.9857279062271118
1501452344.720013,8600,0.9819219708442688
1501452393.698078,8700,0.9838249087333679
1501452444.062411,8800,0.9857279062271118
1501452497.548159,8900,0.9819219708442688
1501452543.012442,9000,0.9819219708442688
1501452594.849692,9100,0.9819219708442688
1501452642.999234,9200,0.9819219708442688
1501452693.077356,9300,0.9838249087333679
1501452760.329444,9400,0.9847763776779175
1501452809.42481,9500,0.9847763776779175
1501452850.075095,9600,0.9838249087333679
1501452903.832442,9700,0.9819219708442688
1501452954.974989,9800,0.9838249087333679
1501452996.004045,9900,0.9828734397888184
