Wall time,Step,Value
1501499729.984926,4,2.5511209964752197
1501499730.196304,7,2.2016260623931885
1501499730.867154,16,1.928849458694458
1501499731.15557,20,1.8245046138763428
1501499731.426397,23,1.7583932876586914
1501499731.810472,28,1.6580305099487305
1501499732.463419,37,1.3631999492645264
1501499733.766109,55,0.9617867469787598
1501499733.836043,56,0.9487290382385254
1501499733.980894,58,0.939446210861206
1501499734.776332,69,0.7636820077896118
1501499735.567042,80,0.5572925806045532
1501499735.637273,81,0.5718783140182495
1501499735.707678,82,0.5855293273925781
1501499736.036386,86,0.49788179993629456
1501499736.336098,89,0.5524246692657471
1501499736.427626,90,0.4399992823600769
1501499738.550257,103,0.37433379888534546
1501499738.643113,104,0.3639778792858124
1501499738.734591,105,0.33791211247444153
1501499740.526575,124,0.22699619829654694
1501499740.813517,127,0.3128119707107544
1501499741.027612,130,0.19525210559368134
1501499741.097066,131,0.2823254466056824
1501499741.73206,140,0.19194400310516357
1501499743.741156,168,0.2049737125635147
1501499744.033308,172,0.1437968909740448
1501499744.103537,173,0.19675657153129578
1501499744.806751,182,0.1219671219587326
1501499744.881415,183,0.14239147305488586
1501499745.161958,186,0.12834623456001282
1501499745.587888,191,0.1715223640203476
1501499745.707854,192,0.13272300362586975
1501499747.936074,212,0.08628058433532715
1501499748.361254,216,0.11272983253002167
1501499748.456589,217,0.2909504771232605
1501499748.798927,220,0.13456489145755768
1501499748.933129,221,0.05686376243829727
1501499749.40492,226,0.04615948349237442
1501499750.057612,232,0.2560829222202301
1501499750.159194,233,0.06394601613283157
1501499750.272936,234,0.21449783444404602
1501499750.83332,239,0.0860222727060318
1501499751.1741,242,0.06577135622501373
1501499751.375423,244,0.06124843284487724
1501499753.09219,261,0.05535094439983368
1501499754.153366,272,0.13648764789104462
1501499754.540617,277,0.05434813350439072
1501499755.50341,289,0.06072906404733658
1501499755.88583,294,0.05846434086561203
1501499756.05758,296,0.12262585014104843
1501499756.146905,297,0.10781082510948181
1501499756.364486,299,0.0600905641913414
1501499757.712403,308,0.09188670665025711
1501499757.857134,310,0.06629824638366699
1501499758.887892,324,0.05427771806716919
1501499759.105646,327,0.08704095333814621
1501499759.334458,330,0.049511026591062546
1501499759.421372,331,0.09241680800914764
1501499759.77395,336,0.03386852145195007
1501499759.850695,337,0.0644567459821701
1501499760.136927,341,0.12143248319625854
1501499760.288669,343,0.04796047508716583
1501499760.398934,344,0.057901158928871155
1501499761.09028,353,0.04299025237560272
1501499761.301592,356,0.037080101668834686
1501499761.734277,362,0.07992428541183472
1501499761.805085,363,0.06183270737528801
1501499761.879327,364,0.08729881048202515
1501499761.954631,365,0.04601193219423294
1501499762.095253,367,0.049448221921920776
1501499762.399295,371,0.030741041526198387
1501499762.686435,375,0.02622654289007187
1501499762.756914,376,0.018370596691966057
1501499762.978882,379,0.040813546627759933
1501499763.050608,380,0.05417925864458084
1501499763.12041,381,0.166604682803154
1501499763.976118,393,0.04748924821615219
1501499764.257805,397,0.04242308437824249
1501499764.34931,398,0.04395081847906113
1501499765.400331,404,0.05043099820613861
1501499765.54523,406,0.0783688947558403
1501499766.575467,420,0.021749407052993774
1501499767.104258,426,0.02574816346168518
1501499767.390905,429,0.04980473220348358
1501499767.784739,433,0.018638039007782936
1501499768.254331,438,0.028609950095415115
1501499768.611854,441,0.07488834112882614
1501499769.56665,450,0.03039170242846012
1501499772.131997,483,0.015827540308237076
1501499772.510095,488,0.04316017031669617
1501499773.901523,500,0.08347898721694946
1501499774.439454,506,0.03759055957198143
1501499774.509514,507,0.048784710466861725
1501499774.580117,508,0.023619908839464188
1501499774.800878,511,0.04792884737253189
1501499775.275652,517,0.016264908015727997
1501499775.346071,518,0.021196989342570305
1501499775.849856,525,0.017357226461172104
1501499776.217381,530,0.023492246866226196
1501499776.481657,533,0.03581671044230461
1501499777.373068,544,0.12071892619132996
1501499777.444223,545,0.024255622178316116
1501499777.53159,546,0.07585752010345459
1501499777.603075,547,0.020145535469055176
1501499778.482407,557,0.00914883054792881
1501499779.174665,565,0.010169919580221176
1501499779.339848,567,0.01357840746641159
1501499779.572614,570,0.03313963860273361
1501499779.657719,571,0.0970822423696518
1501499779.885572,574,0.029813602566719055
1501499780.384234,580,0.01703771948814392
1501499780.553935,582,0.037172168493270874
1501499780.9081,586,0.12436765432357788
1501499781.69635,596,0.043928854167461395
1501499781.965665,599,0.015430942177772522
1501499782.687889,600,0.018590126186609268
1501499783.119577,604,0.014623855240643024
1501499783.354291,607,0.016887197270989418
1501499784.430077,621,0.023741818964481354
1501499785.079334,630,0.028619954362511635
1501499785.501742,636,0.01957729086279869
1501499785.935528,642,0.02013019099831581
1501499786.09183,644,0.08472616225481033
1501499786.538928,650,0.011582648381590843
1501499786.686394,652,0.01459470670670271
1501499786.757241,653,0.03436094522476196
1501499786.977487,656,0.017010167241096497
1501499787.049351,657,0.023239627480506897
1501499787.192274,659,0.05620839074254036
1501499787.353398,661,0.01950005814433098
1501499787.502094,663,0.009762853384017944
1501499787.600996,664,0.04468042403459549
1501499788.281443,672,0.03886339068412781
1501499788.59307,675,0.017026681452989578
1501499789.222518,682,0.0485789030790329
1501499789.408476,684,0.005804289132356644
1501499789.870527,689,0.04023917391896248
1501499790.230619,693,0.025813013315200806
1501499790.864496,700,0.014422785490751266
1501499792.124839,706,0.015860138460993767
1501499794.545447,734,0.018947184085845947
1501499794.831609,737,0.040203072130680084
1501499795.357808,743,0.015181382186710835
1501499795.618769,746,0.017383210361003876
1501499795.772306,748,0.013394361361861229
1501499795.961743,750,0.011334702372550964
1501499796.124537,752,0.010817458853125572
1501499796.33021,754,0.00956051703542471
1501499796.734106,759,0.040454793721437454
1501499796.809045,760,0.16134381294250488
1501499797.118489,764,0.1411527395248413
1501499797.502961,769,0.032120481133461
1501499798.705376,781,0.006373919080942869
1501499798.805965,782,0.003730439580976963
1501499799.109419,785,0.004005813971161842
1501499799.671528,790,0.004679238423705101
1501499799.767126,791,0.011431271210312843
1501499801.535429,800,0.021906264126300812
1501499802.04492,805,0.03336402028799057
1501499802.119802,806,0.016210470348596573
1501499802.448092,810,0.019659172743558884
1501499802.608819,812,0.018720481544733047
1501499803.003052,817,0.03831501677632332
1501499803.077999,818,0.033884018659591675
1501499803.15322,819,0.0413459837436676
1501499803.383446,822,0.005219236947596073
1501499804.148817,832,0.017567608505487442
1501499804.782162,840,0.0068633463233709335
1501499804.862316,841,0.011183097958564758
1501499805.281595,846,0.016097014769911766
1501499805.680213,851,0.006431072950363159
1501499806.140351,857,0.03673539683222771
1501499806.223888,858,0.0076652150601148605
1501499806.551588,862,0.036954011768102646
1501499806.933027,867,0.017107198014855385
1501499807.466405,874,0.023892991244792938
1501499807.546511,875,0.006135523784905672
1501499807.695957,877,0.012430115602910519
1501499807.848204,879,0.010599935427308083
1501499808.868716,892,0.07523474097251892
1501499808.942865,893,0.004768789745867252
1501499809.09586,895,0.014010132290422916
1501499810.423226,903,0.0046297102235257626
1501499811.748549,920,0.005370917730033398
1501499811.819293,921,0.01948758400976658
1501499812.058381,924,0.03567054867744446
1501499812.201121,926,0.019695885479450226
1501499812.531033,930,0.0075267767533659935
1501499812.686521,932,0.0023468141444027424
1501499815.033797,964,0.018114440143108368
1501499815.267248,967,0.01989845186471939
1501499815.658856,972,0.004810100421309471
1501499816.45927,981,0.005820986814796925
1501499816.756387,985,0.009861243888735771
1501499817.441424,994,0.0061556617729365826
1501499817.590479,996,0.0877155214548111
1501499817.760011,998,0.050232600420713425
1501499818.542407,1000,0.01466326043009758
1501499819.733401,1014,0.012630010023713112
1501499820.243231,1021,0.004394278861582279
1501499820.338802,1022,0.0037054158747196198
1501499820.624075,1026,0.009683365002274513
1501499820.918372,1030,0.015407262369990349
1501499821.060961,1032,0.12662161886692047
1501499821.280277,1035,0.00939736608415842
1501499821.796661,1042,0.003476804355159402
1501499821.870999,1043,0.00767724122852087
1501499821.9413,1044,0.002859025727957487
1501499822.012106,1045,0.007684208918362856
1501499822.158532,1047,0.003328681457787752
1501499822.536374,1052,0.013623321428894997
1501499822.606809,1053,0.0031913709826767445
1501499822.677044,1054,0.01486243773251772
1501499823.133418,1060,0.009508891962468624
1501499823.449004,1064,0.010036477819085121
1501499824.21541,1074,0.0406748466193676
1501499824.408406,1076,0.005975645966827869
1501499824.490018,1077,0.010065557435154915
1501499824.637503,1079,0.006698663346469402
1501499828.603922,1119,0.014094389043748379
1501499828.773303,1121,0.00795629620552063
1501499830.22676,1134,0.09012115001678467
1501499830.861735,1139,0.006281952373683453
1501499830.961335,1140,0.0020050136372447014
1501499831.183316,1142,0.006333773955702782
1501499831.278275,1143,0.0032437117770314217
1501499831.406107,1144,0.0019796867854893208
1501499831.869338,1148,0.0043643200770020485
1501499832.395379,1152,0.0020264131017029285
1501499832.86808,1156,0.0052042873576283455
1501499832.96621,1157,0.002290720120072365
1501499833.495272,1163,0.05764100328087807
1501499834.317161,1172,0.0037632533349096775
1501499835.20121,1182,0.003976166248321533
1501499835.728291,1188,0.013619881123304367
1501499835.803528,1189,0.00660678930580616
1501499836.555258,1198,0.010180315002799034
1501499837.523908,1202,0.017047781497240067
1501499837.971185,1208,0.0005207221838645637
1501499838.369087,1213,0.0035099200904369354
1501499838.896348,1220,0.0050481343641877174
1501499839.347186,1226,0.014296522364020348
1501499839.500851,1228,0.004539385437965393
1501499839.650858,1230,0.003046835772693157
1501499839.955285,1234,0.002616151701658964
1501499840.110746,1236,0.0018290816806256771
1501499840.185277,1237,0.0011201334418728948
1501499840.539806,1241,0.00867980346083641
1501499840.614752,1242,0.0005371335428208113
1501499840.765048,1244,0.027249658480286598
1501499840.868704,1245,0.020940933376550674
1501499841.137051,1248,0.0033270479179918766
1501499841.220187,1249,0.007773063611239195
1501499841.599576,1253,0.0008415555930696428
1501499841.867082,1256,0.0029201963916420937
1501499842.137507,1259,0.00047354368143714964
1501499842.54013,1263,0.007939228788018227
1501499842.803512,1266,0.0054542301222682
1501499842.893258,1267,0.0157677810639143
1501499843.47671,1274,0.0019255821825936437
1501499844.769051,1289,0.003408944234251976
1501499845.151452,1294,0.01846163347363472
1501499845.300026,1296,0.0060897646471858025
1501499845.60237,1300,0.006063894368708134
1501499846.221977,1300,0.03432507440447807
1501499846.646518,1303,0.006480178330093622
1501499847.32901,1311,0.006970648188143969
1501499847.500984,1313,0.02053193375468254
1501499847.593444,1314,0.0534883476793766
1501499847.845848,1317,0.0029573417268693447
1501499847.920186,1318,0.016744859516620636
1501499848.259905,1322,0.0015266711125150323
1501499848.753353,1328,0.003446870017796755
1501499848.911425,1330,0.0015222306828945875
1501499849.61065,1339,0.0022386691998690367
1501499851.368116,1362,0.0721113532781601
1501499853.368513,1388,0.000864610425196588
1501499854.289439,1398,0.09188120812177658
1501499854.383069,1399,0.0009023877209983766
1501499854.457292,1400,0.0670960396528244
1501499855.274233,1402,0.004104714374989271
1501499855.421998,1404,0.0041765933856368065
1501499855.651074,1407,0.004551376216113567
1501499855.726056,1408,0.0021410027984529734
1501499855.880608,1410,0.0017190875951200724
1501499857.32404,1428,0.00024083581229206175
1501499857.400005,1429,0.00019295293895993382
1501499857.551748,1431,0.0009446844924241304
1501499858.500295,1443,0.03708261251449585
1501499858.805632,1447,0.010399501770734787
1501499859.257478,1452,0.0032294555567204952
1501499859.527178,1455,0.009339803829789162
1501499860.253908,1463,0.0004692618385888636
1501499860.38703,1464,0.0009712427854537964
1501499860.491079,1465,0.0003046359051950276
1501499861.118678,1471,0.00021557926083914936
1501499861.509479,1475,0.0010386898647993803
1501499861.716069,1477,0.0009758635424077511
1501499863.215416,1492,0.0012816267553716898
1501499863.601211,1496,0.0004791582759935409
1501499864.70733,1501,0.0014608222991228104
1501499864.943155,1504,0.0009043387253768742
1501499865.583832,1512,0.017110217362642288
1501499865.739462,1514,0.026447739452123642
1501499865.823976,1515,0.0023099351674318314
1501499865.902244,1516,0.0027341118548065424
1501499866.640295,1525,0.0013210653560236096
1501499866.801719,1527,0.00026392954168841243
1501499866.881743,1528,0.001108640106394887
1501499866.969441,1529,0.0002233571867691353
1501499867.30572,1533,0.017776720225811005
1501499867.685355,1538,0.00025620023370720446
1501499868.288636,1545,0.0005210934905335307
1501499869.394325,1559,0.0006711518508382142
1501499869.544153,1561,5.161855006008409e-05
1501499869.618707,1562,0.00048094720114022493
1501499870.079738,1568,0.0017195435939356685
1501499870.231418,1570,0.0005139426211826503
1501499871.128423,1581,0.022077584639191628
1501499871.430686,1585,0.017552651464939117
1501499871.504788,1586,0.02022068202495575
1501499873.39605,1600,0.002010324038565159
1501499873.658653,1602,0.0010524510871618986
1501499873.73753,1603,0.0015771875623613596
1501499873.902001,1605,0.00038874975871294737
1501499873.981981,1606,0.001137826475314796
1501499874.226861,1609,0.0011526084272190928
1501499874.412288,1611,0.00033899140544235706
1501499874.675254,1614,0.00028745108284056187
1501499874.755428,1615,0.0007397427689284086
1501499875.491943,1624,0.0016865241341292858
1501499875.653888,1626,0.01462116651237011
1501499875.941806,1630,0.04652011767029762
1501499876.012682,1631,0.1212458610534668
1501499876.312983,1635,0.0005079969414509833
1501499876.626834,1639,0.005519531667232513
1501499876.702023,1640,0.006041494198143482
1501499877.091822,1645,0.0016742836451157928
1501499877.777891,1654,0.0003024060861207545
1501499878.163165,1659,0.0006584929651580751
1501499878.413313,1662,0.0007604318670928478
1501499879.180902,1672,0.004885558038949966
1501499879.482172,1676,0.0006295544444583356
1501499880.054461,1683,0.09083007276058197
1501499882.889617,1702,0.0008051514741964638
1501499884.476311,1721,0.00040523888310417533
1501499884.702399,1724,9.211726137436926e-05
1501499885.085124,1729,0.0008264604839496315
1501499885.310501,1732,0.000668003165628761
1501499885.837817,1739,0.00016460561892017722
1501499886.828511,1749,0.00011466845171526074
1501499886.911553,1750,0.00013699669216293842
1501499887.367579,1756,0.0015590559924021363
1501499887.445446,1757,0.12120848894119263
1501499887.803849,1760,0.016663193702697754
1501499888.295317,1764,0.00901783723384142
1501499888.441697,1765,0.00020440411753952503
1501499888.702953,1767,0.005555600393563509
1501499889.073371,1770,0.003450502408668399
1501499889.258312,1772,0.0009500371525064111
1501499889.411048,1774,0.0006850084173493087
1501499890.161369,1781,0.0021629780530929565
1501499890.577802,1785,0.0001776319113560021
1501499891.376275,1793,0.00012359894753899425
1501499891.661274,1796,5.612641689367592e-05
1501499891.8636,1798,0.00010121034574694932
1501499891.964383,1799,0.00025098916376009583
1501499893.039946,1801,0.00030370402964763343
1501499893.230046,1803,0.00010720040154410526
1501499893.324709,1804,0.00017011910676956177
1501499893.420439,1805,0.00017296001897193491
1501499894.569565,1818,0.00015214690938591957
1501499895.337324,1828,0.1459864377975464
1501499895.578552,1831,0.0016574669862166047
1501499895.741617,1833,0.01691196672618389
1501499896.896455,1846,0.0003490883391350508
1501499896.975984,1847,0.00012110054376535118
1501499897.384674,1852,9.832279465626925e-05
1501499897.704944,1856,0.00016462635539937764
1501499897.84102,1857,9.867230255622417e-05
1501499898.961461,1868,0.00028024293715134263
1501499899.207288,1870,9.217698243446648e-05
1501499899.381394,1872,8.313152648042887e-05
1501499899.690236,1876,0.0001306887570535764
1501499900.051774,1881,6.417006079573184e-05
1501499900.135465,1882,0.00017933917115442455
1501499900.403048,1884,3.68912769772578e-05
1501499900.62289,1886,0.0014818193158134818
1501499900.900423,1889,0.006095694378018379
1501499902.560838,1900,0.010836519300937653
1501499903.051055,1905,0.005654352717101574
1501499903.278141,1908,0.00022219063248485327
1501499903.656041,1913,0.0015375640941783786
1501499903.981219,1917,0.0005226634093560278
1501499904.511141,1923,0.00023701865575276315
1501499905.080677,1930,0.0005568588967435062
1501499905.525036,1935,0.00013976992340758443
1501499906.178064,1942,0.0003119473403785378
1501499906.372815,1944,0.00022388539218809456
1501499907.069032,1951,0.00013111645239405334
1501499907.781479,1960,0.22736382484436035
1501499908.339228,1966,0.0016612489707767963
1501499908.534545,1968,0.0013552210293710232
1501499908.923838,1973,0.0002230033278465271
1501499908.999098,1974,0.0008488201419822872
1501499910.383128,1990,0.00019943229563068599
1501499910.863032,1996,0.000559984880965203
1501499912.293351,2004,0.000851728895213455
1501499913.927977,2019,0.00024841359117999673
1501499914.036589,2020,0.00010707743058446795
1501499914.922406,2028,4.868075484409928e-05
1501499915.134633,2030,8.48329218570143e-05
1501499915.452955,2033,5.104969386593439e-05
1501499915.552115,2034,2.6308902306482196e-05
1501499915.733592,2036,7.634218491148204e-05
1501499916.242622,2041,3.779205871978775e-05
1501499917.699286,2055,0.0051160771399736404
1501499918.030729,2058,0.0032224105671048164
1501499918.398652,2061,0.0006999573088251054
1501499918.751685,2065,0.0013592583127319813
1501499919.212797,2069,0.0001688609190750867
1501499919.534564,2072,0.00036768001154996455
1501499919.779094,2074,0.00013970832515042275
1501499921.196532,2084,0.0002004932757699862
1501499921.759016,2088,0.00014443953114096075
1501499922.080492,2090,0.0001161205509561114
1501499922.766336,2095,7.068101695040241e-05
1501499925.30542,2109,0.0005741642089560628
1501499925.628658,2113,0.001368718920275569
1501499926.084941,2119,0.09954477101564407
1501499926.52226,2122,0.010821427218616009
1501499926.905292,2125,0.003053124528378248
1501499927.282415,2128,0.006203517783433199
1501499928.414688,2137,0.001805064151994884
1501499929.232109,2144,0.0027941707521677017
1501499929.46095,2146,8.155002433340997e-05
1501499930.21346,2152,0.00017117148672696203
1501499930.320232,2153,0.0001333655382040888
1501499930.424501,2154,0.0004854330909438431
1501499930.94841,2158,0.0002691833069548011
1501499931.196636,2160,0.0002468375605531037
1501499932.111076,2168,7.779082807246596e-05
1501499932.18825,2169,0.0002457303344272077
1501499932.4495,2171,5.8904326579067856e-05
1501499932.564511,2172,0.00012729156878776848
1501499932.644287,2173,0.000104275815829169
1501499932.720473,2174,7.659482071176171e-05
1501499933.476696,2184,9.509021765552461e-05
1501499934.013962,2191,0.00010807544458657503
1501499934.163873,2193,0.00016072695143520832
1501499934.416568,2196,0.00043740225373767316
1501499934.717688,2200,0.0005014610360376537
1501499935.610876,2203,0.0005475514335557818
1501499935.931137,2207,0.0014342381618916988
1501499937.747117,2225,0.0011001722887158394
1501499938.743427,2234,0.00017159408889710903
1501499939.804219,2245,0.00013405154459178448
1501499939.886976,2246,0.00024650924024172127
1501499940.2096,2249,0.00032146155717782676
1501499940.320027,2250,0.00016772077651694417
1501499940.612668,2253,8.149137283908203e-05
1501499940.884081,2256,8.58227867865935e-05
1501499940.994391,2257,0.00011947634629905224
1501499941.708657,2264,9.494012192590162e-05
1501499942.15342,2268,8.415196498390287e-05
1501499942.376412,2270,2.3151857021730393e-05
1501499942.76258,2275,0.013349751010537148
1501499943.539447,2284,0.054625485092401505
1501499943.614912,2285,0.1321406364440918
1501499943.965625,2289,0.0010298625566065311
1501499944.295565,2292,0.0023521219845861197
1501499945.977348,2300,0.00046615442261099815
1501499946.362045,2302,0.00031064730137586594
1501499947.462892,2313,0.00010187151201535016
1501499948.252903,2320,0.00013421995390672237
1501499949.664441,2332,3.3765172702260315e-05
1501499950.086473,2335,0.0004055961035192013
1501499950.402626,2337,8.82775493664667e-05
1501499955.633251,2375,0.0006428067572414875
1501499957.124528,2390,0.048046939074993134
1501499957.444129,2393,0.00032679070136509836
1501499957.519861,2394,0.001988461473956704
1501499959.165029,2401,0.007981653325259686
1501499959.560214,2405,0.0002595724072307348
1501499960.118381,2410,0.00017211781232617795
1501499960.730687,2416,0.00019288575276732445
1501499960.841673,2417,4.5873370254412293e-05
1501499962.195746,2429,0.0007288474589586258
1501499963.279218,2442,7.336207636399195e-05
1501499963.355732,2443,0.00019216116925235838
1501499963.505556,2445,6.028782081557438e-05
1501499963.883177,2450,0.00015977022121660411
1501499963.958286,2451,9.170956036541611e-05
1501499964.10821,2453,9.551688708597794e-05
1501499964.885668,2463,0.00026128205354325473
1501499964.960711,2464,1.6481671991641633e-05
1501499966.338321,2482,0.005013679154217243
1501499966.413958,2483,0.01962919533252716
1501499966.78925,2488,0.016424426808953285
1501499967.476327,2497,0.002560338471084833
1501499967.701128,2500,0.0039759790524840355
1501499969.203742,2509,0.011560169979929924
1501499969.365229,2511,0.03552025184035301
1501499969.524867,2513,0.004554643761366606
1501499969.685902,2515,0.0010808332590386271
1501499970.011436,2519,0.002642584964632988
1501499970.171057,2521,4.149424785282463e-05
1501499970.251163,2522,5.480286563397385e-05
1501499970.59535,2526,0.0015765655552968383
1501499970.675381,2527,8.776773029239848e-05
1501499970.834641,2529,4.679590347222984e-05
1501499971.080037,2532,0.00047865306260064244
1501499971.319375,2535,9.309792949352413e-05
1501499971.863415,2542,2.4570286768721417e-05
1501499972.381789,2549,5.685376891051419e-05
1501499972.755812,2554,0.00023411988513544202
1501499973.306261,2561,7.685023592785001e-05
1501499973.455971,2563,0.006656074896454811
1501499973.605442,2565,0.0023399111814796925
1501499973.755291,2567,0.028288625180721283
1501499973.829772,2568,0.0052467407658696175
1501499974.2099,2573,0.001519591547548771
